TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
oesophagus-lower_third-carcinoma-adenocarcinoma	oesophagus-lower_third-carcinoma-adenocarcinoma	0.663018674553428	-0.410952122445698	6579	8	0.347826086956522	23	17775	5743,6364,84419,3569,64332,2920,4494,22943	PTGS2,CCL20,C15orf48,IL6,NFKBIZ,CXCL2,MT1F,DKK1
pleura	pleura	0.671607978136434	-0.398080474551463	5040	6	0.260869565217391	23	17775	2919,5743,4314,1999,10673,22943	CXCL1,PTGS2,MMP3,ELF3,TNFSF13B,DKK1
pancreas-carcinoma	pancreas-carcinoma	0.679028547144284	-0.387092109384858	15558	20	0.869565217391304	23	17775	6354,3589,6364,2921,6372,10673,259307,1437,9308,1999,22943,1880,5743,4314,84419,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,MMP3,C15orf48,CCL8,IL6,CXCL1,NFKBIZ,MT1F
tibia	tibia	0.685356814590945	-0.377815679126713	871	1	0.0434782608695652	23	17775	1880	GPR183
large_cell_carcinoma	large_cell_carcinoma	0.687917138081003	-0.374086887137884	877	1	0.0434782608695652	23	17775	9308	CD83
lung-carcinoma-large_cell_carcinoma	lung-carcinoma-large_cell_carcinoma	0.687917138081003	-0.374086887137884	877	1	0.0434782608695652	23	17775	9308	CD83
glioma	glioma	0.694335062584427	-0.364800635872318	16917	22	0.956521739130435	23	17775	6354,3589,6364,2921,6372,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ
germ_cell_tumour	germ_cell_tumour	0.697548326852754	-0.360183481876368	900	1	0.0434782608695652	23	17775	84419	C15orf48
embryonal	embryonal	0.71401734581611	-0.336848023077545	2752	3	0.130434782608696	23	17775	1440,4314,1437	CSF3,MMP3,CSF2
soft_tissue-striated_muscle-rhabdomyosarcoma-embryonal	soft_tissue-striated_muscle-rhabdomyosarcoma-embryonal	0.71401734581611	-0.336848023077545	2752	3	0.130434782608696	23	17775	1440,4314,1437	CSF3,MMP3,CSF2
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm	0.721877381588657	-0.325899986106988	7663	9	0.391304347826087	23	17775	6354,5743,6364,10673,259307,64332,1437,1999,9308	CCL7,PTGS2,CCL20,TNFSF13B,IL4I1,NFKBIZ,CSF2,ELF3,CD83
lung-carcinoma-non_small_cell_carcinoma	lung-carcinoma-non_small_cell_carcinoma	0.736858249872052	-0.305359739250573	5361	6	0.260869565217391	23	17775	2919,5743,4314,1999,10673,22943	CXCL1,PTGS2,MMP3,ELF3,TNFSF13B,DKK1
non_small_cell_carcinoma	non_small_cell_carcinoma	0.736858249872052	-0.305359739250573	5361	6	0.260869565217391	23	17775	2919,5743,4314,1999,10673,22943	CXCL1,PTGS2,MMP3,ELF3,TNFSF13B,DKK1
brain	brain	0.743045848062388	-0.296997529489303	17017	22	0.956521739130435	23	17775	6354,3589,6364,2921,6372,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ
pelvis	pelvis	0.746862250358631	-0.291874514657498	1030	1	0.0434782608695652	23	17775	259307	IL4I1
pancreas-carcinoma-acinar_carcinoma	pancreas-carcinoma-acinar_carcinoma	0.766212952394274	-0.26629514214133	2069	2	0.0869565217391304	23	17775	5743,4314	PTGS2,MMP3
acinar_carcinoma	acinar_carcinoma	0.766212952394274	-0.26629514214133	2069	2	0.0869565217391304	23	17775	5743,4314	PTGS2,MMP3
mucosal	mucosal	0.766705338292199	-0.265652725754429	2071	2	0.0869565217391304	23	17775	3569,1999	IL6,ELF3
skin-mucosal-malignant_melanoma	skin-mucosal-malignant_melanoma	0.766705338292199	-0.265652725754429	2071	2	0.0869565217391304	23	17775	3569,1999	IL6,ELF3
skin-face-carcinoma-squamous_cell_carcinoma	skin-face-carcinoma-squamous_cell_carcinoma	0.775901734868213	-0.253729397141683	2109	2	0.0869565217391304	23	17775	4314,10673	MMP3,TNFSF13B
skin	skin	0.794664081389196	-0.229835792755707	17124	22	0.956521739130435	23	17775	6354,3589,6364,2921,6372,10673,259307,1437,9308,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
skin-malignant_melanoma	skin-malignant_melanoma	0.795382490109784	-0.228932160393799	16562	21	0.91304347826087	23	17775	6354,3589,6364,2921,6372,10673,259307,1437,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
adenocarcinoma	adenocarcinoma	0.798444181953198	-0.225090217398247	17602	23	1	23	17775	6354,3589,6364,2921,6372,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
face	face	0.79934675247569	-0.223960444285826	2212	2	0.0869565217391304	23	17775	4314,10673	MMP3,TNFSF13B
myelodysplastic_syndrome	myelodysplastic_syndrome	0.802607712143557	-0.219889212245129	1210	1	0.0434782608695652	23	17775	1437	CSF2
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelodysplastic_syndrome	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelodysplastic_syndrome	0.802607712143557	-0.219889212245129	1210	1	0.0434782608695652	23	17775	1437	CSF2
ovary-carcinoma-serous_carcinoma	ovary-carcinoma-serous_carcinoma	0.809564905840686	-0.211258328917265	11219	13	0.565217391304348	23	17775	1880,6354,5743,1440,4314,84419,6355,10673,259307,64332,9308,22943,1999	GPR183,CCL7,PTGS2,CSF3,MMP3,C15orf48,CCL8,TNFSF13B,IL4I1,NFKBIZ,CD83,DKK1,ELF3
femur	femur	0.813810602952155	-0.206027614558461	1252	1	0.0434782608695652	23	17775	1999	ELF3
soft_tissue-blood_vessel-angiosarcoma	soft_tissue-blood_vessel-angiosarcoma	0.814498574379237	-0.205182601243304	2284	2	0.0869565217391304	23	17775	6355,10673	CCL8,TNFSF13B
angiosarcoma	angiosarcoma	0.814498574379237	-0.205182601243304	2284	2	0.0869565217391304	23	17775	6355,10673	CCL8,TNFSF13B
skin-neck-malignant_melanoma	skin-neck-malignant_melanoma	0.814845235917228	-0.204757078353622	1256	1	0.0434782608695652	23	17775	10673	TNFSF13B
neck	neck	0.816898027650684	-0.202241005069002	1264	1	0.0434782608695652	23	17775	10673	TNFSF13B
blood_vessel	blood_vessel	0.818133361427518	-0.200729922137938	2302	2	0.0869565217391304	23	17775	6355,10673	CCL8,TNFSF13B
skin-trunk-malignant_melanoma-nodular	skin-trunk-malignant_melanoma-nodular	0.833256094357258	-0.182414247860929	1331	1	0.0434782608695652	23	17775	6355	CCL8
oesophagus-carcinoma-squamous_cell_carcinoma	oesophagus-carcinoma-squamous_cell_carcinoma	0.83680179140169	-0.178168044897372	6791	7	0.304347826086957	23	17775	1880,259307,1440,4314,1999,10673,22943	GPR183,IL4I1,CSF3,MMP3,ELF3,TNFSF13B,DKK1
liver-carcinoma	liver-carcinoma	0.847247728465947	-0.165762149565614	16152	20	0.869565217391304	23	17775	6354,3589,6364,2921,10673,259307,2920,9308,1999,22943,1880,5743,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CD83,ELF3,DKK1,GPR183,PTGS2,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
neoplasm	neoplasm	0.849630803326524	-0.162953372882257	15558	19	0.826086956521739	23	17775	3589,6364,2921,6372,10673,259307,1437,9308,1999,22943,1880,1440,5743,4314,6355,3569,2919,64332,4494	IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,CD83,ELF3,DKK1,GPR183,CSF3,PTGS2,MMP3,CCL8,IL6,CXCL1,NFKBIZ,MT1F
malignant_melanoma	malignant_melanoma	0.850464497084448	-0.161972611598404	16732	21	0.91304347826087	23	17775	6354,3589,6364,2921,6372,10673,259307,1437,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
diffuse_large_B_cell_lymphoma	diffuse_large_B_cell_lymphoma	0.850852582653708	-0.161516393788551	4353	4	0.173913043478261	23	17775	259307,3589,64332,9308	IL4I1,IL11,NFKBIZ,CD83
serous_carcinoma	serous_carcinoma	0.852245424845752	-0.159880736302673	11513	13	0.565217391304348	23	17775	1880,6354,5743,1440,4314,84419,6355,10673,259307,64332,9308,22943,1999	GPR183,CCL7,PTGS2,CSF3,MMP3,C15orf48,CCL8,TNFSF13B,IL4I1,NFKBIZ,CD83,DKK1,ELF3
alveolar	alveolar	0.856125263979937	-0.155338577121365	2511	2	0.0869565217391304	23	17775	4314,1437	MMP3,CSF2
soft_tissue-striated_muscle-rhabdomyosarcoma-alveolar	soft_tissue-striated_muscle-rhabdomyosarcoma-alveolar	0.856125263979937	-0.155338577121365	2511	2	0.0869565217391304	23	17775	4314,1437	MMP3,CSF2
other	other	0.862080972484675	-0.148406077133045	15619	19	0.826086956521739	23	17775	3589,6364,2921,6372,10673,259307,1437,9308,1999,22943,1880,1440,5743,4314,6355,3569,2919,64332,4494	IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,CD83,ELF3,DKK1,GPR183,CSF3,PTGS2,MMP3,CCL8,IL6,CXCL1,NFKBIZ,MT1F
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-hairy_cell_leukaemia	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-hairy_cell_leukaemia	0.866480339449303	-0.143315859698081	1489	1	0.0434782608695652	23	17775	84419	C15orf48
hairy_cell_leukaemia	hairy_cell_leukaemia	0.866480339449303	-0.143315859698081	1489	1	0.0434782608695652	23	17775	84419	C15orf48
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia	0.8698281395515	-0.139459627592653	10922	12	0.521739130434783	23	17775	1880,6354,5743,4314,6364,3569,6355,259307,64332,2920,1437,22943	GPR183,CCL7,PTGS2,MMP3,CCL20,IL6,CCL8,IL4I1,NFKBIZ,CXCL2,CSF2,DKK1
acute_myeloid_leukaemia	acute_myeloid_leukaemia	0.8698281395515	-0.139459627592653	10922	12	0.521739130434783	23	17775	1880,6354,5743,4314,6364,3569,6355,259307,64332,2920,1437,22943	GPR183,CCL7,PTGS2,MMP3,CCL20,IL6,CCL8,IL4I1,NFKBIZ,CXCL2,CSF2,DKK1
nodular	nodular	0.879425016324133	-0.12848697560327	1561	1	0.0434782608695652	23	17775	6355	CCL8
haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue	0.882929573712325	-0.1245098395292	15119	18	0.782608695652174	23	17775	6354,3589,6364,2921,10673,259307,2920,1437,9308,1999,22943,1880,5743,4314,84419,6355,3569,64332	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,MMP3,C15orf48,CCL8,IL6,NFKBIZ
acute_myeloid_leukaemia_therapy_related	acute_myeloid_leukaemia_therapy_related	0.883300721560021	-0.124089568340157	1584	1	0.0434782608695652	23	17775	1880	GPR183
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_therapy_related	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_therapy_related	0.883300721560021	-0.124089568340157	1584	1	0.0434782608695652	23	17775	1880	GPR183
trunk	trunk	0.884669615470332	-0.12254101952665	3691	3	0.130434782608696	23	17775	1880,5743,6355	GPR183,PTGS2,CCL8
large_intestine-colon-carcinoma	large_intestine-colon-carcinoma	0.886833148403428	-0.12009842214221	2718	2	0.0869565217391304	23	17775	64332,1999	NFKBIZ,ELF3
thyroid-other-neoplasm	thyroid-other-neoplasm	0.886965891832765	-0.119948750813527	8018	8	0.347826086956522	23	17775	1880,2919,259307,64332,4314,2921,4494,1999	GPR183,CXCL1,IL4I1,NFKBIZ,MMP3,CXCL3,MT1F,ELF3
skin-trunk-malignant_melanoma	skin-trunk-malignant_melanoma	0.891288914871075	-0.11508664495739	2752	2	0.0869565217391304	23	17775	1880,5743	GPR183,PTGS2
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.894703616362937	-0.11126277045292	3776	3	0.130434782608696	23	17775	259307,64332,9308	IL4I1,NFKBIZ,CD83
pharynx	pharynx	0.897684912449608	-0.107936149256567	2803	2	0.0869565217391304	23	17775	5743,10673	PTGS2,TNFSF13B
lymph_node	lymph_node	0.911955315771472	-0.0921642859727563	1781	1	0.0434782608695652	23	17775	3589	IL11
biliary_tract-gallbladder-carcinoma-adenocarcinoma	biliary_tract-gallbladder-carcinoma-adenocarcinoma	0.91283576046512	-0.0911993045308422	2936	2	0.0869565217391304	23	17775	259307,1999	IL4I1,ELF3
gallbladder	gallbladder	0.91283576046512	-0.0911993045308422	2936	2	0.0869565217391304	23	17775	259307,1999	IL4I1,ELF3
lower_third	lower_third	0.915494717974123	-0.0882906844373308	8323	8	0.347826086956522	23	17775	5743,6364,84419,3569,64332,2920,4494,22943	PTGS2,CCL20,C15orf48,IL6,NFKBIZ,CXCL2,MT1F,DKK1
liver	liver	0.918514312896759	-0.0849977915449835	16979	21	0.91304347826087	23	17775	6354,3589,6364,2921,10673,259307,2920,1437,9308,1999,22943,1880,5743,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
functioning	functioning	0.923236537001005	-0.0798698075372044	1876	1	0.0434782608695652	23	17775	259307	IL4I1
adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-functioning	adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-functioning	0.923236537001005	-0.0798698075372044	1876	1	0.0434782608695652	23	17775	259307	IL4I1
endometrium-carcinoma-endometrioid_carcinoma	endometrium-carcinoma-endometrioid_carcinoma	0.92624060696945	-0.0766212433469309	16526	20	0.869565217391304	23	17775	6354,3589,6364,2921,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,CCL8,IL6,CXCL1,NFKBIZ,MT1F
endometrioid_carcinoma	endometrioid_carcinoma	0.927961046471342	-0.0747655228621361	16536	20	0.869565217391304	23	17775	6354,3589,6364,2921,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,CCL8,IL6,CXCL1,NFKBIZ,MT1F
endometrium	endometrium	0.92881309951714	-0.0738477449972876	16541	20	0.869565217391304	23	17775	6354,3589,6364,2921,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,CCL8,IL6,CXCL1,NFKBIZ,MT1F
skin-extremity-malignant_melanoma	skin-extremity-malignant_melanoma	0.932736656751981	-0.0696323722611534	1967	1	0.0434782608695652	23	17775	64332	NFKBIZ
extremity	extremity	0.932834522227649	-0.0695274548215394	1968	1	0.0434782608695652	23	17775	64332	NFKBIZ
soft_tissue	soft_tissue	0.93476646035235	-0.0674585559166509	6065	5	0.217391304347826	23	17775	1440,4314,1437,6355,10673	CSF3,MMP3,CSF2,CCL8,TNFSF13B
skin-head_neck-carcinoma-squamous_cell_carcinoma	skin-head_neck-carcinoma-squamous_cell_carcinoma	0.935721518436616	-0.0664373698111088	14911	17	0.739130434782609	23	17775	6354,6364,2921,6372,10673,259307,1437,9308,22943,1999,1880,1440,5743,4314,6355,3569,64332	CCL7,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CSF2,CD83,DKK1,ELF3,GPR183,CSF3,PTGS2,MMP3,CCL8,IL6,NFKBIZ
Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	0.935819503175298	-0.0663326595882061	7783	7	0.304347826086957	23	17775	1880,259307,4314,3569,6355,1999,22943	GPR183,IL4I1,MMP3,IL6,CCL8,ELF3,DKK1
upper_aerodigestive_tract-larynx-carcinoma-squamous_cell_carcinoma	upper_aerodigestive_tract-larynx-carcinoma-squamous_cell_carcinoma	0.936546799372163	-0.0655557857121342	2007	1	0.0434782608695652	23	17775	22943	DKK1
larynx	larynx	0.936731782313289	-0.0653582892548146	2009	1	0.0434782608695652	23	17775	22943	DKK1
haematopoietic_neoplasm	haematopoietic_neoplasm	0.936927224097607	-0.0651496688128263	11621	12	0.521739130434783	23	17775	1880,6354,5743,4314,6364,3569,6355,259307,64332,2920,1437,22943	GPR183,CCL7,PTGS2,MMP3,CCL20,IL6,CCL8,IL4I1,NFKBIZ,CXCL2,CSF2,DKK1
stomach-adenocarcinoma	stomach-adenocarcinoma	0.939774939078575	-0.0621148588973447	4272	3	0.130434782608696	23	17775	1880,6354,4314	GPR183,CCL7,MMP3
cervix-carcinoma-squamous_cell_carcinoma	cervix-carcinoma-squamous_cell_carcinoma	0.94090597017585	-0.0609120698138119	12377	13	0.565217391304348	23	17775	1880,5743,3589,4314,6364,2921,10673,259307,64332,2920,1437,22943,1999	GPR183,PTGS2,IL11,MMP3,CCL20,CXCL3,TNFSF13B,IL4I1,NFKBIZ,CXCL2,CSF2,DKK1,ELF3
cervix	cervix	0.941195311387496	-0.0606046036675851	12381	13	0.565217391304348	23	17775	1880,5743,3589,4314,6364,2921,10673,259307,64332,2920,1437,22943,1999	GPR183,PTGS2,IL11,MMP3,CCL20,CXCL3,TNFSF13B,IL4I1,NFKBIZ,CXCL2,CSF2,DKK1,ELF3
rhabdomyosarcoma	rhabdomyosarcoma	0.942408555505356	-0.0593163877035322	4310	3	0.130434782608696	23	17775	1440,4314,1437	CSF3,MMP3,CSF2
striated_muscle	striated_muscle	0.947753749853584	-0.0536605680083614	4392	3	0.130434782608696	23	17775	1440,4314,1437	CSF3,MMP3,CSF2
Burkitt_lymphoma	Burkitt_lymphoma	0.952490240045593	-0.0486754187050721	2204	1	0.0434782608695652	23	17775	10673	TNFSF13B
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-Burkitt_lymphoma	0.952490240045593	-0.0486754187050721	2204	1	0.0434782608695652	23	17775	10673	TNFSF13B
upper_aerodigestive_tract-head_neck-carcinoma-squamous_cell_carcinoma	upper_aerodigestive_tract-head_neck-carcinoma-squamous_cell_carcinoma	0.953209813636421	-0.047920238346405	9663	9	0.391304347826087	23	17775	5743,4314,3569,6372,10673,2919,259307,22943,1999	PTGS2,MMP3,IL6,CXCL6,TNFSF13B,CXCL1,IL4I1,DKK1,ELF3
NS-malignant_melanoma	NS-malignant_melanoma	0.960296698218655	-0.0405129816252258	3556	2	0.0869565217391304	23	17775	259307,6355	IL4I1,CCL8
adrenal_cortical_carcinoma	adrenal_cortical_carcinoma	0.961292220318311	-0.0394768368191043	2342	1	0.0434782608695652	23	17775	259307	IL4I1
ovary-other-neoplasm	ovary-other-neoplasm	0.961367168167036	-0.0393988741292885	13367	14	0.608695652173913	23	17775	1880,5743,1440,3589,4314,6364,6355,6372,10673,259307,64332,1437,9308,22943	GPR183,PTGS2,CSF3,IL11,MMP3,CCL20,CCL8,CXCL6,TNFSF13B,IL4I1,NFKBIZ,CSF2,CD83,DKK1
oesophagus	oesophagus	0.961682655411586	-0.039070762768353	15768	18	0.782608695652174	23	17775	6354,6364,2921,10673,259307,2920,9308,1999,22943,1880,1440,5743,4314,84419,6355,3569,64332,4494	CCL7,CCL20,CXCL3,TNFSF13B,IL4I1,CXCL2,CD83,ELF3,DKK1,GPR183,CSF3,PTGS2,MMP3,C15orf48,CCL8,IL6,NFKBIZ,MT1F
carcinoma	carcinoma	0.965619956817044	-0.0349849416234065	17748	23	1	23	17775	6354,3589,6364,2921,6372,10673,259307,2920,1437,9308,1999,22943,1880,5743,1440,4314,84419,50486,6355,3569,2919,64332,4494	CCL7,IL11,CCL20,CXCL3,CXCL6,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,PTGS2,CSF3,MMP3,C15orf48,G0S2,CCL8,IL6,CXCL1,NFKBIZ,MT1F
central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma	0.967148317989715	-0.0334034157766117	7542	6	0.260869565217391	23	17775	5743,3589,64332,6364,9308,10673	PTGS2,IL11,NFKBIZ,CCL20,CD83,TNFSF13B
lymphoid_neoplasm	lymphoid_neoplasm	0.968694392894344	-0.0318061008453318	12854	13	0.565217391304348	23	17775	6354,5743,3589,6364,84419,2921,3569,10673,259307,64332,1437,9308,1999	CCL7,PTGS2,IL11,CCL20,C15orf48,CXCL3,IL6,TNFSF13B,IL4I1,NFKBIZ,CSF2,CD83,ELF3
upper_aerodigestive_tract-mouth-carcinoma	upper_aerodigestive_tract-mouth-carcinoma	0.968723963434228	-0.0317755751307487	6709	5	0.217391304347826	23	17775	259307,5743,3569,9308,10673	IL4I1,PTGS2,IL6,CD83,TNFSF13B
stomach	stomach	0.969171568940266	-0.0313136250343478	16373	19	0.826086956521739	23	17775	6354,3589,6364,6372,10673,259307,2920,1437,9308,1999,22943,1880,1440,5743,4314,50486,6355,64332,4494	CCL7,IL11,CCL20,CXCL6,TNFSF13B,IL4I1,CXCL2,CSF2,CD83,ELF3,DKK1,GPR183,CSF3,PTGS2,MMP3,G0S2,CCL8,NFKBIZ,MT1F
bone	bone	0.972969641761263	-0.0274023979393439	8539	7	0.304347826086957	23	17775	1880,259307,4314,3569,6355,1999,22943	GPR183,IL4I1,MMP3,IL6,CCL8,ELF3,DKK1
lung-right_upper_lobe-carcinoma-adenocarcinoma	lung-right_upper_lobe-carcinoma-adenocarcinoma	0.97318373991636	-0.0271823760664778	10869	10	0.434782608695652	23	17775	1880,6354,5743,3589,4314,6364,3569,6355,64332,1999	GPR183,CCL7,PTGS2,IL11,MMP3,CCL20,IL6,CCL8,NFKBIZ,ELF3
right_upper_lobe	right_upper_lobe	0.97318373991636	-0.0271823760664778	10869	10	0.434782608695652	23	17775	1880,6354,5743,3589,4314,6364,3569,6355,64332,1999	GPR183,CCL7,PTGS2,IL11,MMP3,CCL20,IL6,CCL8,NFKBIZ,ELF3
right_lower_lobe	right_lower_lobe	0.974025817074143	-0.0263174694545996	5938	4	0.173913043478261	23	17775	6354,259307,64332,1999	CCL7,IL4I1,NFKBIZ,ELF3
lung-right_lower_lobe-carcinoma-adenocarcinoma	lung-right_lower_lobe-carcinoma-adenocarcinoma	0.974025817074143	-0.0263174694545996	5938	4	0.173913043478261	23	17775	6354,259307,64332,1999	CCL7,IL4I1,NFKBIZ,ELF3
central_nervous_system-brainstem-glioma-astrocytoma_Grade_IV	central_nervous_system-brainstem-glioma-astrocytoma_Grade_IV	0.97491015754551	-0.0254099583371729	2630	1	0.0434782608695652	23	17775	1999	ELF3
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_B_cell_leukaemia	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_B_cell_leukaemia	0.977599957249078	-0.022654734295292	3979	2	0.0869565217391304	23	17775	2921,1999	CXCL3,ELF3
acute_lymphoblastic_B_cell_leukaemia	acute_lymphoblastic_B_cell_leukaemia	0.977599957249078	-0.022654734295292	3979	2	0.0869565217391304	23	17775	2921,1999	CXCL3,ELF3
adrenal_gland	adrenal_gland	0.978226587507813	-0.0220139512137282	2723	1	0.0434782608695652	23	17775	259307	IL4I1
lung-carcinoma-small_cell_carcinoma	lung-carcinoma-small_cell_carcinoma	0.97928200094082	-0.0209356279394369	10319	9	0.391304347826087	23	17775	1880,5743,4314,10673,2919,259307,64332,22943,1999	GPR183,PTGS2,MMP3,TNFSF13B,CXCL1,IL4I1,NFKBIZ,DKK1,ELF3
small_cell_carcinoma	small_cell_carcinoma	0.979420684408462	-0.0207940204673984	10324	9	0.391304347826087	23	17775	1880,5743,4314,10673,2919,259307,64332,22943,1999	GPR183,PTGS2,MMP3,TNFSF13B,CXCL1,IL4I1,NFKBIZ,DKK1,ELF3
large_intestine-caecum-carcinoma-adenocarcinoma	large_intestine-caecum-carcinoma-adenocarcinoma	0.979469689765307	-0.0207439866753071	14963	16	0.695652173913043	23	17775	6354,3589,2921,6372,10673,259307,22943,1880,1440,5743,4314,50486,3569,84419,2919,64332	CCL7,IL11,CXCL3,CXCL6,TNFSF13B,IL4I1,DKK1,GPR183,CSF3,PTGS2,MMP3,G0S2,IL6,C15orf48,CXCL1,NFKBIZ
caecum	caecum	0.979960323372197	-0.0202431944920146	14975	16	0.695652173913043	23	17775	6354,3589,2921,6372,10673,259307,22943,1880,1440,5743,4314,50486,3569,84419,2919,64332	CCL7,IL11,CXCL3,CXCL6,TNFSF13B,IL4I1,DKK1,GPR183,CSF3,PTGS2,MMP3,G0S2,IL6,C15orf48,CXCL1,NFKBIZ
